Артикул;Наименование;Описание продукта;Категория;Цена;Акционная цена;Валюта;Акционный товар;На складе;В упаковке;Единица измерения;Гендер;Зодиак;Животинка;VIP тираж;Коллекция;Персонаж;Фотографии;Производитель;Страна;Родитель;Группа дочернего товара;Сопутствующие товары;SKU;КатегорияA;подкатА;КатегорияB;подкатВ;КатегорияС;подкатС;FOB;NEW_RTL_BASE;NEW_RTL_DISCOUNT;BARCODE;SPECS
#1749;Папка уголок «Песочный Замок»;Папка уголок с кошками для листов формата А4. Новый взгляд на офисные будни.;Рабочее место:папки для документов;109;0;Рубли;0;5;1;шт.;;;Собачки;;Песочный Замок;;"1749_1.jpg;1749_2.jpg;1749_3.jpg";Henry Cats and Friends;;;;;SFF1-43;Рабочее место:;папки для документов;;;;;0.36;1.674;1.67;4.71218E+12;W 22 x L 31cm
#1751;Подушка с изображением щенка Денни р-р М;Декоративная подушка средняя щенок Денни;Хочу для дома:подушки декоративные;1194;0;Рубли;0;5;1;шт.;Мальчики;Близнецы;Собачки;;;Щенок Денни;"1751_1.jpg;1751_2.jpg;1751_3.jpg";Henry Cats and Friends;;;;;HSP8A-DO006;Хочу для дома:;подушки декоративные;;;;;3.95;18.3675;18.37;4.71531E+12;45 x 45 cm
#1752;Фартук с кисками «Собачки Генри»;Фартук с собачками для кухни или рисования;Хочу для дома:фартуки и прихватки;1164;0;Рубли;0;5;1;шт.;;;Собачки;;Собачки Генри;;"1752_1.jpg;1752_2.jpg;1752_3.jpg";Henry Cats and Friends;;;;;HAP3-16A;Хочу для дома:;фартуки и прихватки;;;;;3.85;17.9025;17.9;4.71531E+12;W 61cm x H 72cm
#1753;Варежка-прихватка с собачками с силиконовой защитой «Собачки Генри» L;Варежка-прихватка для горячего с силиконовой защитой;Хочу для дома:фартуки и прихватки;967;0;Рубли;0;5;1;шт.;;;Собачки;;Собачки Генри;;"1753_1.jpg;1753_2.jpg;1753_3.jpg";Henry Cats and Friends;;;;;HMI5-16;Хочу для дома:;фартуки и прихватки;;;;;3.2;14.88;14.88;4.71531E+12;32 x 17 x 1.5 cm
#1754;Варежка-прихватка с кошечками и собачками силиконовой защитой «Уличный ансамбль» L;Варежка-прихватка для горячего с силиконовой защитой;Хочу для дома:фартуки и прихватки;967;0;Рубли;0;5;1;шт.;;;Друзья;;Уличный ансамбль;;"1754_1.jpg;1754_2.jpg;1754_3.jpg";Henry Cats and Friends;;;;;HMI5-62;Хочу для дома:;фартуки и прихватки;;;;;3.2;14.88;14.88;4.71531E+12;32 x 17 x 1.5 cm
#1756;Шлепанцы-сланцы с кошачьими мордочками «Песочный Замок»;Удобные легкие сланцы с кошачьими мордочками. Высококачественные материалы, полноцветная печать.;Возьму с собой:...или одену);798;0;Рубли;0;5;1;шт.;;;Котики;;Песочный Замок;;"1756_1.jpg;1756_2.jpg;1756_3.jpg";Henry Cats and Friends;;;;;FFF1B-43;Возьму с собой:;...или одену);;;;;3.3;15.345;12.28;4.71531E+12;L26 x D1.1 x W10.5cm
#1757;Шлепанцы-сланцы с изображением кошек «Цветы вишни»;Удобные легкие сланцы с изображением кошек. Высококачественные материалы, полноцветная печать.;Возьму с собой:...или одену);798;0;Рубли;0;5;1;шт.;;;Котики;;Цветы вишни;;"1757_1.jpg;1757_2.jpg;1757_3.jpg";Henry Cats and Friends;;;;;FFF1B-48A;Возьму с собой:;...или одену);;;;;3.3;15.345;12.28;4.71531E+12;L26 x D1.1 x W10.5cm
#1758;Шлепанцы-сланцы с изображениями собачек «Подводный мир»;Удобные легкие сланцы с изображениями собачек. Высококачественные материалы, полноцветная печать.;Возьму с собой:...или одену);798;0;Рубли;0;5;1;шт.;;;Собачки;;Подводный мир;;"1758_1.jpg;1758_2.jpg;1758_3.jpg";Henry Cats and Friends;;;;;FFF1B-53;Возьму с собой:;...или одену);;;;;3.3;15.345;12.28;4.71531E+12;L26 x D1.1 x W10.5cm
#1759;Шлепанцы-сланцы с кошачьими мордашками «Лаванда и ветер»;Удобные легкие сланцы с кошачьими мордашками. Высококачественные материалы, полноцветная печать.;Возьму с собой:...или одену);798;0;Рубли;0;5;1;шт.;;;Друзья;;Лаванда и ветер;;"1759_1.jpg;1759_2.jpg;1759_3.jpg";Henry Cats and Friends;;;;;FFF1B-61A;Возьму с собой:;...или одену);;;;;3.3;15.345;12.28;4.71531E+12;L26 x D1.1 x W10.5cm
#1761;Набор полотенец с кошками 2 шт. (для рук и лица) «Весеннее цветение»;Полотенце мохеровое для рук и лица из 100% хлопка (2 шт. набор в подарочной упаковке) с изображениями котят;Хочу для дома:полотенца;919;0;Рубли;0;5;1;шт.;;;Котики;;Весеннее цветение;;"1761_1.jpg;1761_2.jpg;1761_3.jpg";Henry Cats and Friends;;;;;HTW1-31;Хочу для дома:;полотенца;;;;;3.8;17.67;14.14;4.71531E+12;"Washcloth 34 x 34 cm
Hand towel 78 x 34 cm"
#1762;Набор полотенец с изображением кошек 2 шт. (для рук и лица) «Цветы вишни»;Полотенце мохеровое для рук и лица из 100% хлопка (2 шт. набор в подарочной упаковке) с изображениями котят;Хочу для дома:полотенца;919;0;Рубли;0;5;1;шт.;;;Котики;;Цветы вишни;;"1762_1.jpg;1762_2.jpg;1762_3.jpg";Henry Cats and Friends;;;;;HTW1-48;Хочу для дома:;полотенца;;;;;3.8;17.67;14.14;4.71531E+12;"Washcloth 34 x 34 cm
Hand towel 78 x 34 cm"
#1764;Набор полотенец с котятами и крольчатами 2 шт. (для рук и лица) «Лаванда и ветер»;Полотенце мохеровое для рук и лица из 100% хлопка (2 шт. набор в подарочной упаковке) с изображениями котят;Хочу для дома:полотенца;919;0;Рубли;0;4;1;шт.;;;Котики;;Лаванда и ветер;;"1764_1.jpg;1764_2.jpg;1764_3.jpg";Henry Cats and Friends;;;;;HTW1-61;Хочу для дома:;полотенца;;;;;3.8;17.67;14.14;4.71531E+12;"Washcloth 34 x 34 cm
Hand towel 78 x 34 cm"
#1767;Часы на магните в виде консервной банки Миго;Часы настенные «консервы» на магните на батарейках (в комплект поставки не входят);"Хочу для дома:...или на стену;Хочу для дома:для холодильника";436;0;Рубли;0;5;1;шт.;Мальчики;Близнецы;Котики;;;Котик Миго;"1767_1.jpg;1767_2.jpg;1767_3.jpg";Henry Cats and Friends;;;;;HCA2-CA008A;Хочу для дома:;...или на стену;Хочу для дома:;для холодильника;;;1.8;8.37;6.7;4.71531E+12;D8.6 x H5.0cm
#1769;Часы на магните в виде консервной банки Дора;Часы настенные «консервы» на магните на батарейках (в комплект поставки не входят);"Хочу для дома:...или на стену;Хочу для дома:для холодильника";436;0;Рубли;0;5;1;шт.;Девочки;Стрелец;Собачки;;;Йорик Дора;"1769_1.jpg;1769_2.jpg;1769_3.jpg";Henry Cats and Friends;;;;;HCA2-DO018;Хочу для дома:;...или на стену;Хочу для дома:;для холодильника;;;1.8;8.37;6.7;4.71531E+12;D8.6 x H5.0cm
#1771;Наклейка для протирания на мобильный с котенком Миго;Наклейка на мобильный со слоем для протирания экрана многоразовая котенок Миго;Возьму с собой:аксессуары для телефонов;157;0;Рубли;0;5;1;шт.;Мальчики;Близнецы;Котики;;;Котик Миго;"1771_1.jpg;1771_2.jpg;1771_3.jpg";Henry Cats and Friends;;;;;SCL1-CA008A;Возьму с собой:;аксессуары для телефонов;;;;;0.52;2.418;2.42;4.71531E+12;4 x 4 cm
#1772;Наклейка для протирания на мобильный с кошкой Беллой;Наклейка на мобильный со слоем для протирания экрана многоразовая кошка Белла;Возьму с собой:аксессуары для телефонов;157;0;Рубли;0;5;1;шт.;Девочки;Водолей;Котики;;;Кошка Белла;"1772_1.jpg;1772_2.jpg;1772_3.jpg";Henry Cats and Friends;;;;;SCL1-CA011;Возьму с собой:;аксессуары для телефонов;;;;;0.52;2.418;2.42;4.71531E+12;4 x 4 cm
#1773;Наклейка для протирания на мобильный с собачкой Дорой;Наклейка на мобильный со слоем для протирания экрана многоразовая собачка Дора;Возьму с собой:аксессуары для телефонов;157;0;Рубли;0;5;1;шт.;Девочки;Стрелец;Собачки;;;Йорик Дора;"1773_1.jpg;1773_2.jpg;1773_3.jpg";Henry Cats and Friends;;;;;SCL1-DO018;Возьму с собой:;аксессуары для телефонов;;;;;0.52;2.418;2.42;4.71531E+12;4 x 4 cm
#1774;Задняя крышка для iPhone'5 «Собачки Генри»;Чехол (задняя защитная крышка) для iPhone'5 «Собачки Генри»;"Возьму с собой:аксессуары для телефонов;Возьму с собой:чехлы для гаджетов";774;0;Рубли;0;5;1;шт.;;;Собачки;;Собачки Генри;;"1774_1.jpg;1774_2.jpg;1774_3.jpg";Henry Cats and Friends;;;;;SIC3-16;Возьму с собой:;аксессуары для телефонов;Возьму с собой:;чехлы для гаджетов;;;3.2;14.88;11.9;4.71531E+12;12.5 x 6 x 0.9 (cm)
#1775;Задняя крышка для iPhone'5 «Тюльпаны»;Чехол (задняя защитная крышка) для iPhone'5 «Тюльпаны»;"Возьму с собой:аксессуары для телефонов;Возьму с собой:чехлы для гаджетов";774;0;Рубли;0;5;1;шт.;;;Друзья;;Тюльпаны;;"1775_1.jpg;1775_2.jpg;1775_3.jpg";Henry Cats and Friends;;;;;SIC3-63;Возьму с собой:;аксессуары для телефонов;Возьму с собой:;чехлы для гаджетов;;;3.2;14.88;11.9;4.71531E+12;12.5 x 6 x 0.9 (cm)
#1776;Задняя крышка для iPhone'5 «Кошки Генри»;Чехол (задняя защитная крышка) для iPhone'5 «Кошки Генри»;"Возьму с собой:аксессуары для телефонов;Возьму с собой:чехлы для гаджетов";774;0;Рубли;0;0;1;шт.;;;Котики;;Кошки Генри;;"1776_1.jpg;1776_2.jpg;1776_3.jpg";Henry Cats and Friends;;;;;SIC3-8;Возьму с собой:;аксессуары для телефонов;Возьму с собой:;чехлы для гаджетов;;;3.2;14.88;11.9;4.71531E+12;12.5 x 6 x 0.9 (cm)
#1777;Задняя крышка для iPhone'5 с кошкой Беллой;Чехол (задняя защитная крышка) для iPhone'5 с кошкой Беллой;"Возьму с собой:аксессуары для телефонов;Возьму с собой:чехлы для гаджетов";774;0;Рубли;0;5;1;шт.;Девочки;Водолей;Котики;;;Кошка Белла;"1777_1.jpg;1777_2.jpg;1777_3.jpg";Henry Cats and Friends;;;;;SIC3-CA011;Возьму с собой:;аксессуары для телефонов;Возьму с собой:;чехлы для гаджетов;;;3.2;14.88;11.9;4.71531E+12;12.5 x 6 x 0.9 (cm)
#1778;Задняя крышка для iPhone'5 с щенком Денни;Чехол (задняя защитная крышка) для iPhone'5 с щенком Денни;"Возьму с собой:аксессуары для телефонов;Возьму с собой:чехлы для гаджетов";774;0;Рубли;0;5;1;шт.;Мальчики;Близнецы;Собачки;;;Щенок Денни;"1778_1.jpg;1778_2.jpg;1778_3.jpg";Henry Cats and Friends;;;;;SIC3-DO006;Возьму с собой:;аксессуары для телефонов;Возьму с собой:;чехлы для гаджетов;;;3.2;14.88;11.9;4.71531E+12;12.5 x 6 x 0.9 (cm)
#1779;Задняя крышка для iPhone'5 собачкой Беном;Чехол (задняя защитная крышка) для iPhone'5 собачкой Беном;"Возьму с собой:аксессуары для телефонов;Возьму с собой:чехлы для гаджетов";774;0;Рубли;0;5;1;шт.;Мальчики;Водолей;Собачки;;;Хаски Бен;"1779_1.jpg;1779_2.jpg;1779_3.jpg";Henry Cats and Friends;;;;;SIC3-DO007;Возьму с собой:;аксессуары для телефонов;Возьму с собой:;чехлы для гаджетов;;;3.2;14.88;11.9;4.71531E+12;12.5 x 6 x 0.9 (cm)
#1780;Чехол на плечо для занятий спортом  «Цветы вишни»;Чехол для телефона, iPod на плечо для спорта  «Цветы вишни»;"Возьму с собой:чехлы для гаджетов;Возьму с собой:в дорогу и в авто";725;0;Рубли;0;5;1;шт.;;;Котики;;Цветы вишни;;"1780_1.jpg;1780_2.jpg;1780_3.jpg";Henry Cats and Friends;;;;;FAP1-48;Возьму с собой:;чехлы для гаджетов;Возьму с собой:;в дорогу и в авто;;;4;18.6;11.16;4.71531E+12;W8 x H14.5 x L2.5 cm
#1781;Чехол для телефона, iPod на плечо для спорта  «Прятки»;Чехол для телефона, iPod на плечо для спорта  «Прятки»;"Возьму с собой:чехлы для гаджетов;Возьму с собой:в дорогу и в авто";725;0;Рубли;0;5;1;шт.;;;Котики;;Прятки;;"1781_1.jpg;1781_2.jpg;1781_3.jpg";Henry Cats and Friends;;;;;FAP1-4A;Возьму с собой:;чехлы для гаджетов;Возьму с собой:;в дорогу и в авто;;;4;18.6;11.16;4.71531E+12;W8 x H14.5 x L2.5 cm
#1782;Чехол для телефона, iPod на плечо для спорта  «Тюльпаны»;Чехол для телефона, iPod на плечо для спорта  «Тюльпаны»;"Возьму с собой:чехлы для гаджетов;Возьму с собой:в дорогу и в авто";725;0;Рубли;0;5;1;шт.;;;Собачки;;Тюльпаны;;"1782_1.jpg;1782_2.jpg;1782_3.jpg";Henry Cats and Friends;;;;;FAP1-63;Возьму с собой:;чехлы для гаджетов;Возьму с собой:;в дорогу и в авто;;;4;18.6;11.16;4.71531E+12;W8 x H14.5 x L2.5 cm
#1783;Чехол L с короткой ручкой и тесьмой кошка Белла;Чехол-сумочка для мобильного, фотоаппара, документов в форме кролика. Можно носить на шее.;Возьму с собой:чехлы для гаджетов;967;0;Рубли;0;5;1;шт.;Девочки;Водолей;Котики;;;Кошка Белла;"1783_1.jpg;1783_2.jpg;1783_3.jpg";Henry Cats and Friends;;;;;FSC1-CA011;Возьму с собой:;чехлы для гаджетов;;;;;3.2;14.88;14.88;4.71531E+12;"13.1 x 18 x1.5 cm; handle 32cm ; strap 104.5cm"
#1784;Ежедневник «Весёлый шоппинг»;Ежедневник с полноцветной печатью и изображениями кошек Генри. Мягкая обложка.;Рабочее место:блокноты и ёжедневники;411;0;Рубли;0;5;1;шт.;;;Собачки;;Веселый шоппинг;;"1784_1.jpg;1784_2.jpg;1784_3.jpg";Henry Cats and Friends;;;;;SNB4-25;Рабочее место:;блокноты и ёжедневники;;;;;1.7;7.905;6.32;4.71531E+12;W 12.6 x L 16.7 x H 2cm
#1785;Ежедневник «Прятки»;Ежедневник с полноцветной печатью и изображениями кошек Генри. Мягкая обложка.;Рабочее место:блокноты и ёжедневники;411;0;Рубли;0;5;1;шт.;;;Друзья;;Прятки;;"1785_1.jpg;1785_2.jpg;1785_3.jpg";Henry Cats and Friends;;;;;SNB4-4A;Рабочее место:;блокноты и ёжедневники;;;;;1.7;7.905;6.32;4.71531E+12;W 12.6 x L 16.7 x H 2cm
#1786;Ежедневник «Тюльпаны»;Ежедневник с полноцветной печатью и изображениями кошек Генри. Мягкая обложка.;Рабочее место:блокноты и ёжедневники;411;0;Рубли;0;5;1;шт.;;;Друзья;;Тюльпаны;;"1786_1.jpg;1786_2.jpg;1786_3.jpg";Henry Cats and Friends;;;;;SNB4-63;Рабочее место:;блокноты и ёжедневники;;;;;1.7;7.905;6.32;4.71531E+12;W 12.6 x L 16.7 x H 2cm
#1787;Блокнот крольчиха Руби;Блокнот. 60 страниц. Средний размер: 12х9 см.;Рабочее место:блокноты и ёжедневники;181;0;Рубли;0;0;1;шт.;Девочки;Рак;Друзья;;;Кольчиха Руби;"1787_1.jpg;1787_2.jpg;1787_3.jpg";Henry Cats and Friends;;;;;SNP4-RA002;Рабочее место:;блокноты и ёжедневники;;;;;0.6;2.79;2.79;4.71531E+12; W12 x H9.5cm
#1788;Блокнот котенок Миго;Блокнот. 60 страниц. Средний размер: 12х9 см.;Рабочее место:блокноты и ёжедневники;181;0;Рубли;0;5;1;шт.;Мальчики;Близнецы;Котики;;;Котик Миго;"1788_1.jpg;1788_2.jpg;1788_3.jpg";Henry Cats and Friends;;;;;SNP5-CA008A;Рабочее место:;блокноты и ёжедневники;;;;;0.6;2.79;2.79;4.71531E+12;9.5 x 12 x 0.8 cm
#1789;Блокнот киска Белла;Блокнот. 60 страниц. Средний размер: 12х9 см.;Рабочее место:блокноты и ёжедневники;181;0;Рубли;0;5;1;шт.;Девочки;Водолей;Котики;;;Кошка Белла;"1789_1.jpg;1789_2.jpg;1789_3.jpg";Henry Cats and Friends;;;;;SNP5-CA011;Рабочее место:;блокноты и ёжедневники;;;;;0.6;2.79;2.79;4.71531E+12;9 x 12 x 0.8 cm
#1790;Блокнот щенок Денни;Блокнот. 60 страниц. Средний размер: 12х9 см.;Рабочее место:блокноты и ёжедневники;181;0;Рубли;0;0;1;шт.;Мальчики;Близнецы;Собачки;;;Щенок Денни;"1790_1.jpg;1790_2.jpg;1790_3.jpg";Henry Cats and Friends;;;;;SNP5-DO006;Рабочее место:;блокноты и ёжедневники;;;;;0.6;2.79;2.79;4.71531E+12;8.5 x 12 x 0.85 cm
#1791;Блокнот собачка Мими;Блокнот. 60 страниц. Средний размер: 12х9 см.;Рабочее место:блокноты и ёжедневники;181;0;Рубли;0;0;1;шт.;Девочки;Рыбы;Собачки;;;Пудель Мими;"1791_1.jpg;1791_2.jpg;1791_3.jpg";Henry Cats and Friends;;;;;SNP5-DO014;Рабочее место:;блокноты и ёжедневники;;;;;0.6;2.79;2.79;4.71531E+12;9 x 12 x 0.85 cm
#1792;Блокнот собачка Пуддинг;Блокнот. 60 страниц. Средний размер: 12х9 см.;Рабочее место:блокноты и ёжедневники;181;0;Рубли;0;0;1;шт.;Девочки;Скорпион;Собачки;;;Собачка Пуддинг;"1792_1.jpg;1792_2.jpg;1792_3.jpg";Henry Cats and Friends;;;;;SNP5-DO019;Рабочее место:;блокноты и ёжедневники;;;;;0.6;2.79;2.79;4.71531E+12;10 x 12 x 0.85 cm
#1793;Блокнот шиншилла Дейзи;Блокнот. 60 страниц. Средний размер: 12х9 см.;Рабочее место:блокноты и ёжедневники;181;0;Рубли;0;0;1;шт.;Девочки;Телец;Друзья;;;Шиншилла Дэйзи;"1793_1.jpg;1793_2.jpg;1793_3.jpg";Henry Cats and Friends;;;;;SNP5-RA003;Рабочее место:;блокноты и ёжедневники;;;;;0.6;2.79;2.79;4.71531E+12;9.5 x 12 x 0.85 cm
#1794;Коробка-фоторамка для записок «Веселый шоппинг»;Оригинальная коробка-фоторамка для записок с собачками. Бумага в комплекте.;"Рабочее место:блокноты и ёжедневники;Рабочее место:фоторамки";302;0;Рубли;0;5;1;шт.;;;Собачки;;Веселый шоппинг;;"1794_1.jpg;1794_2.jpg;1794_3.jpg";Henry Cats and Friends;;;;;SPM-25;Рабочее место:;блокноты и ёжедневники;Рабочее место:;фоторамки;;;1;4.65;4.65;4.71531E+12;9.5 x 11.7 cm
#1795;Коробка-фоторамка для записок «Тюльпаны»;Оригинальная коробка фоторамка для записок с котятами. Бумага в комплекте.;"Рабочее место:блокноты и ёжедневники;Рабочее место:фоторамки";302;0;Рубли;0;5;1;шт.;;;Друзья;;Тюльпаны;;"1795_1.jpg;1795_2.jpg;1795_3.jpg";Henry Cats and Friends;;;;;SPM-63;Рабочее место:;блокноты и ёжедневники;Рабочее место:;фоторамки;;;1;4.65;4.65;4.71531E+12;9.5 x 11.7 cm
#1796;Коробка-фоторамка для записок «Кошки Генри»;Оригинальная коробка фоторамка для записок с кошачьими мордашками. Бумага в комплекте.;"Рабочее место:блокноты и ёжедневники;Рабочее место:фоторамки";302;0;Рубли;0;0;1;шт.;;;Котики;;Кошки Генри;;"1796_1.jpg;1796_2.jpg;1796_3.jpg";Henry Cats and Friends;;;;;SPM-8A;Рабочее место:;блокноты и ёжедневники;Рабочее место:;фоторамки;;;1;4.65;4.65;4.71531E+12;9.5 x 11.7 cm
#1797;Крюк-вешалка для сумки с щенком Денни;Крючок-вешалка на стол для сумки с собачкой.;Возьму с собой:в сумку или сумочку;484;0;Рубли;0;5;1;шт.;Мальчики;Близнецы;Собачки;;;Щенок Денни;"1797_1.jpg;1797_2.jpg;1797_3.jpg";Henry Cats and Friends;;;;;FBH1-DO006;Возьму с собой:;в сумку или сумочку;;;;;2;9.3;7.44;4.71531E+12;W4.5 X D0.5cm
#1798;Крюк-вешалка для сумки с собачкой Коко;Крючок-вешалка на стол для сумки с собачкой.;Возьму с собой:в сумку или сумочку;484;0;Рубли;0;5;1;шт.;Девочки;Рыбы;Собачки;;;Такса Коко;"1798_1.jpg;1798_2.jpg;1798_3.jpg";Henry Cats and Friends;;;;;FBH1-DO015;Возьму с собой:;в сумку или сумочку;;;;;2;9.3;7.44;4.71531E+12;W4.5 X D0.5cm
#1799;Рюкзак Henry Cats and Friends Logo I;Рюкзак с логотипом Henry cats and Friends;"Возьму с собой:сумки и сумочки;Возьму с собой:в дорогу и в авто";4232;0;Рубли;0;5;1;шт.;;;Котики;yes;Henry Logo;;"1799_1.jpg;1799_2.jpg;1799_3.jpg";Henry Cats and Friends;;;;;FBP1-00;Возьму с собой:;сумки и сумочки;Возьму с собой:;в дорогу и в авто;;;17.5;81.375;65.1;4.71531E+12;0
#1800;Рюкзак Henry Cats and Friends Logo II;Рюкзак с логотипом Henry cats and Friends;"Возьму с собой:сумки и сумочки;Возьму с собой:в дорогу и в авто";3869;0;Рубли;0;5;1;шт.;;;Котики;yes;Henry Logo;;"1800_1.jpg;1800_2.jpg;1800_3.jpg";Henry Cats and Friends;;;;;FBP2-00;Возьму с собой:;сумки и сумочки;Возьму с собой:;в дорогу и в авто;;;16;74.4;59.52;4.71531E+12;"a. Bag:38x33x12cm
b. Top Cover:W35x17cmH
c. straps:100cm"
#1801;Авторская сумка женская «Собачки Генри» хаки;Оригинальная авторская вечерняя сумка с собачками;Возьму с собой:сумки и сумочки;2902;0;Рубли;0;5;1;шт.;;;Собачки;;Собачки Генри;;"1801_1.jpg;1801_2.jpg;1801_3.jpg";Henry Cats and Friends;;;;;FDB2-16;Возьму с собой:;сумки и сумочки;;;;;12;55.8;44.64;4.71531E+12;"Bag: L 29 x H 24.1 x W 18cm
Handle: 35.5cm"
#1802;Джинсовая сумка Henry Cats and Friends Logo I;Джинсовая сумка с логотипом Henry cats and Friends;Возьму с собой:сумки и сумочки;2708;0;Рубли;0;5;1;шт.;;;Котики;yes;Henry Logo;;"1802_1.jpg;1802_2.jpg;1802_3.jpg";Henry Cats and Friends;;;;;FDT1-00;Возьму с собой:;сумки и сумочки;;;;;11.2;52.08;41.66;4.71531E+12;0
#1807;Магнит на холодильник формовой кошка Белла;Магнит из полиуретана с кошкой. Размер прибл. 18х12 см;"Хочу для дома:для холодильника;Возьму с собой:в дорогу и в авто;Хочу для дома:хобби";290;0;Рубли;0;5;1;шт.;Девочки;Водолей;Котики;;;Кошка Белла;"1807_1.jpg;1807_2.jpg;1807_3.jpg";Henry Cats and Friends;;;;;HCM1-CA011;Хочу для дома:;для холодильника;Возьму с собой:;в дорогу и в авто;Хочу для дома:;хобби;1.2;5.58;4.46;4.71531E+12;14.1*15.2cm
#1808;Магнит на холодильник формовой киска Оливия;Магнит из полиуретана с кошкой. Размер прибл. 18х12 см;"Хочу для дома:для холодильника;Возьму с собой:в дорогу и в авто;Хочу для дома:хобби";290;0;Рубли;0;5;1;шт.;Девочки;Водолей;Котики;;;Кошка Оливия;"1808_1.jpg;1808_2.jpg;1808_3.jpg";Henry Cats and Friends;;;;;HCM1-CA015;Хочу для дома:;для холодильника;Возьму с собой:;в дорогу и в авто;Хочу для дома:;хобби;1.2;5.58;4.46;4.71531E+12;18.4*13.7cm
#1809;Магнит на холодильник формовой кошечка Флауэр;Магнит из полиуретана с кошкой. Размер прибл. 18х12 см;"Хочу для дома:для холодильника;Возьму с собой:в дорогу и в авто;Хочу для дома:хобби";290;0;Рубли;0;5;1;шт.;Девочки;Скорпион;Котики;;;Кошечка Флауэр;"1809_1.jpg;1809_2.jpg;1809_3.jpg";Henry Cats and Friends;;;;;HCM1-CA023;Хочу для дома:;для холодильника;Возьму с собой:;в дорогу и в авто;Хочу для дома:;хобби;1.2;5.58;4.46;4.71531E+12;17.7*.14cm
#1810;Магнит на холодильник формовой щенок Денни;Магнит из полиуретана с щенком. Размер прибл. 18х12 см;"Хочу для дома:для холодильника;Возьму с собой:в дорогу и в авто;Хочу для дома:хобби";290;0;Рубли;0;5;1;шт.;Мальчики;Близнецы;Собачки;;;Щенок Денни;"1810_1.jpg;1810_2.jpg;1810_3.jpg";Henry Cats and Friends;;;;;HCM1-DO006;Хочу для дома:;для холодильника;Возьму с собой:;в дорогу и в авто;Хочу для дома:;хобби;1.2;5.58;4.46;4.71531E+12;13.8*19.5cm
#1811;Магнит на холодильник формовой собачка Мими;Магнит из полиуретана с собачкой. Размер прибл. 18х12 см;"Хочу для дома:для холодильника;Возьму с собой:в дорогу и в авто;Хочу для дома:хобби";290;0;Рубли;0;5;1;шт.;Девочки;Рыбы;Собачки;;;Пудель Мими;"1811_1.jpg;1811_2.jpg;1811_3.jpg";Henry Cats and Friends;;;;;HCM1-DO014;Хочу для дома:;для холодильника;Возьму с собой:;в дорогу и в авто;Хочу для дома:;хобби;1.2;5.58;4.46;4.71531E+12;14.4*17.5cm
#1812;Магнит на холодильник формовой кролик Робби;Магнит из полиуретана с кроликом. Размер прибл. 18х12 см;"Хочу для дома:для холодильника;Возьму с собой:в дорогу и в авто;Хочу для дома:хобби";290;0;Рубли;0;0;1;шт.;Мальчики;Козерог;Друзья;;;Кролик Роби;"1812_1.jpg;1812_2.jpg;1812_3.jpg";Henry Cats and Friends;;;;;HCM1-RA001;Хочу для дома:;для холодильника;Возьму с собой:;в дорогу и в авто;Хочу для дома:;хобби;1.2;5.58;4.46;4.71531E+12;14.4*17.7cm
#1813;Доска-магнит для записей на холодильник киска Белла;Доска-магнит для записей на холодильник киска Белла. Маркер в комплекте.;Хочу для дома:для холодильника;236;0;Рубли;0;0;1;шт.;Девочки;Водолей;Котики;;;Кошка Белла;"1813_1.jpg;1813_2.jpg;1813_3.jpg";Henry Cats and Friends;;;;;HMB1-CA011;Хочу для дома:;для холодильника;;;;;1.3;6.045;3.63;4.71531E+12;"Magnet Board: 20*26.2cm
Whiteboard Marker: 1x11.3cm"
#1814;Доска-магнит для записей на холодильник щенок Денни;Доска-магнит для записей на холодильник щенок Денни. Маркер в комплекте.;Хочу для дома:для холодильника;236;0;Рубли;0;5;1;шт.;Мальчики;Близнецы;Собачки;;;Щенок Денни;"1814_1.jpg;1814_2.jpg;1814_3.jpg";Henry Cats and Friends;;;;;HMB1-DO006;Хочу для дома:;для холодильника;;;;;1.3;6.045;3.63;4.71531E+12;"Magnet Board: 20.2*26.1cm
Whiteboard Marker: 1x11.3cm"
#1815;Кошелек кот Оскар;Кошелёк с молнией для мелочи и мелочевки кот Оскар;Возьму с собой:кошельки и портмоне;363;0;Рубли;0;0;1;шт.;Мальчики;Стрелец;Котики;;;Котёнок Оскар;"1815_1.jpg;1815_2.jpg;1815_3.jpg";Henry Cats and Friends;;;;;FCP-CA012;Возьму с собой:;кошельки и портмоне;;;;;1.2;5.58;5.58;4.71531E+12;W12.5*H7.5cm
#1816;Кошелек пес Бадди;Кошелёк с молнией для мелочи и мелочевки щенок Бадди;Возьму с собой:кошельки и портмоне;363;0;Рубли;0;0;1;шт.;Мальчики;Стрелец;Собачки;;;Пёс Бадди;"1816_1.jpg;1816_2.jpg;1816_3.jpg";Henry Cats and Friends;;;;;FCP-DO012;Возьму с собой:;кошельки и портмоне;;;;;1.2;5.58;5.58;4.71218E+12;W 10.5 x H 9.7cm
#1817;Кошелек сова Альберт;Кошелёк с молнией для мелочи и мелочевки совёнок;Возьму с собой:кошельки и портмоне;363;0;Рубли;0;0;1;шт.;Мальчики;Лев;Друзья;;;Сова Альберт;"1817_1.jpg;1817_2.jpg;1817_3.jpg";Henry Cats and Friends;;;;;FCP-OW001;Возьму с собой:;кошельки и портмоне;;;;;1.2;5.58;5.58;4.71531E+12;W8.3 x H 10.3cm
