Артикул;Наименование;Описание продукта;Категория;Цена;Акционная цена;Валюта;Акционный товар;На складе;В упаковке;Единица измерения;Гендер;Зодиак;Животинка;VIP тираж;Коллекция;Персонаж;Фотографии;Производитель;Страна;Родитель;Группа дочернего товара;Сопутствующие товары;SKU;КатегорияA;подкатА;КатегорияB;подкатВ;КатегорияС;подкатС;FOB;NEW_RTL_BASE;NEW_RTL_DISCOUNT;BARCODE;SPECS
#1987;Косметичка Радуемся с кошкой Хеной;Удобная косметичка-чехол для полезных ежедневных мелочей. Мягкий материал косметички защитит содержимое от повреждений.;"Возьму с собой:косметички;Хочу для дома:туалет";786;0;Рубли;0;5;1;шт.;Девочки;Дева;Котики;;Радость;Киска Хена;"1987_1.jpg;1987_2.jpg;1987_3.jpg";Henry Cats and Friends;;;;;FMP7-CA028;Возьму с собой:;косметички;Хочу для дома:;туалет;;;2.6;12.09;12.09;4.71531E+12;W18xH14xD6 cm
#1988;Косметичка Радуемся с котом Эдди;Удобная косметичка-чехол для полезных ежедневных мелочей. Мягкий материал косметички защитит содержимое от повреждений.;"Возьму с собой:косметички;Хочу для дома:туалет";786;0;Рубли;0;5;1;шт.;Мальчики;Весы;Котики;;Радость;Котик Эдди;"1988_1.jpg;1988_2.jpg;1988_3.jpg";Henry Cats and Friends;;;;;FMP7-CA029;Возьму с собой:;косметички;Хочу для дома:;туалет;;;2.6;12.09;12.09;4.71531E+12;W18xH14xD6 cm
#1989;Косметичка Радуемся с щенком Денни;Удобная косметичка-чехол для полезных ежедневных мелочей. Мягкий материал косметички защитит содержимое от повреждений.;"Возьму с собой:косметички;Хочу для дома:туалет";786;0;Рубли;0;5;1;шт.;Мальчики;Близнецы;Собачки;;Радость;Щенок Денни;"1989_1.jpg;1989_2.jpg;1989_3.jpg";Henry Cats and Friends;;;;;FMP7-DO006;Возьму с собой:;косметички;Хочу для дома:;туалет;;;2.6;12.09;12.09;4.71531E+12;W18xH14xD6 cm
#1990;Платок шейный с кошками Приключения в джунглях;Платок с кошками шейный, демисезонный. 60х60 см.;Возьму с собой:...или одену);1138;0;Рубли;0;5;1;шт.;;;Котики;;Джунгли;;"1990_1.jpg;1990_2.jpg;1990_3.jpg";Henry Cats and Friends;;;;;FNS3-64;Возьму с собой:;...или одену);;;;;3.5;16.275;17.5;6.92689E+12;60*60cm
#1991;Чехол д/телефона, фото L с тесьмой кошка Алина;Чехол сумочка для мобильного, фотоаппара, документов кошечка Алина. Можно носить на шее.;Возьму с собой:чехлы для гаджетов;967;0;Рубли;0;5;1;шт.;Девочки;Лев;Котики;;;Кошечка Алина;"1991_1.jpg;1991_2.jpg;1991_3.jpg";Henry Cats and Friends;;;;;FSC1-CA030;Возьму с собой:;чехлы для гаджетов;;;;;3.2;14.88;14.88;6.92689E+12;14X17.1CM
#1992;Чехол д/телефона, фото L с тесьмой собачка Коко;Чехол сумочка для мобильного, фотоаппара, документов собачка Коко. Можно носить на шее.;Возьму с собой:чехлы для гаджетов;967;0;Рубли;0;0;1;шт.;Девочки;Рыбы;Собачки;;;Такса Коко;"1992_1.jpg;1992_2.jpg;1992_3.jpg";Henry Cats and Friends;;;;;FSC1-DO015;Возьму с собой:;чехлы для гаджетов;;;;;3.2;14.88;14.88;4.71531E+12;"W17.3cm x H11.8cm x D3cm
Handle Drop:12cm
Adjustable strap:56.5~105cm"
#1993;Чехол д/телефона, фото L с тесьмой собачка Дора;Чехол сумочка для мобильного, фотоаппара, документов собачка Дора. Можно носить на шее.;Возьму с собой:чехлы для гаджетов;967;0;Рубли;0;0;1;шт.;Девочки;Стрелец;Собачки;;;Йорик Дора;"1993_1.jpg;1993_2.jpg;1993_3.jpg";Henry Cats and Friends;;;;;FSC1-DO018;Возьму с собой:;чехлы для гаджетов;;;;;3.2;14.88;14.88;4.71531E+12;"W13.5cm x H17.4cm x D3cm
Handle Drop:12cm
Adjustable strap:56.5~105cm"
#1994;Чехол д/телефона, фото L с тесьмой щенок Бобо;Чехол сумочка для мобильного, фотоаппара, документов щенок Бобо. Можно носить на шее.;Возьму с собой:чехлы для гаджетов;967;0;Рубли;0;5;1;шт.;Мальчики;Овен;Собачки;;;Бульдог Бобо;"1994_1.jpg;1994_2.jpg;1994_3.jpg";Henry Cats and Friends;;;;;FSC1-DO021;Возьму с собой:;чехлы для гаджетов;;;;;3.2;14.88;14.88;6.92689E+12;14.7X16.8CM
#1995;Чехол д/телефона, фото L с тесьмой бельчонок Ди;Чехол сумочка для мобильного, фотоаппара, документов Бельчонок Ди. Можно носить на шее.;Возьму с собой:чехлы для гаджетов;967;0;Рубли;0;5;1;шт.;Девочки;Весы;Друзья;;;Белка Ди;"1995_1.jpg;1995_2.jpg;1995_3.jpg";Henry Cats and Friends;;;;;FSC1-SQ001;Возьму с собой:;чехлы для гаджетов;;;;;3.2;14.88;14.88;6.92689E+12;14.5X17.1CM
#1996;Чехол для смартфона с Кошками Генри;Мягкий чехол для смартфонов модных больших размеров из мягкого неопрена и полиэстера. Дополнительная ручка освободит руки, если повесить смартфон на запястье.;Возьму с собой:чехлы для гаджетов;786;0;Рубли;0;5;1;шт.;;;Котики;;Кошки Генри;;"1996_1.jpg;1996_2.jpg;1996_3.jpg";Henry Cats and Friends;;;;;FSC3-8A;Возьму с собой:;чехлы для гаджетов;;;;;2.6;12.09;12.09;6.92689E+12;"W16.5cm x H8.5cm x D2cm
strap: 15cm"
#1997;Чехол для смартфона Радуемся с кошкой Беллой;Мягкий чехол для смартфонов модных больших размеров из мягкого неопрена и полиэстера. Дополнительная ручка освободит руки, если повесить смартфон на запястье.;Возьму с собой:чехлы для гаджетов;786;0;Рубли;0;5;1;шт.;Девочки;Водолей;Котики;;Радость;Кошка Белла;"1997_1.jpg;1997_2.jpg;1997_3.jpg";Henry Cats and Friends;;;;;FSC3-CA011;Возьму с собой:;чехлы для гаджетов;;;;;2.6;12.09;12.09;4.71531E+12;"W16.5cm x H8.5cm x D2cm
strap: 15cm"
#1998;Чехол для смартфона Радуемся с кошкой Хеной;Мягкий чехол для смартфонов модных больших размеров из мягкого неопрена и полиэстера. Дополнительная ручка освободит руки, если повесить смартфон на запястье.;Возьму с собой:чехлы для гаджетов;786;0;Рубли;0;5;1;шт.;Девочки;Дева;Котики;;Радость;Киска Хена;"1998_1.jpg;1998_2.jpg;1998_3.jpg";Henry Cats and Friends;;;;;FSC3-CA028;Возьму с собой:;чехлы для гаджетов;;;;;2.6;12.09;12.09;4.71531E+12;"W16.5cm x H8.5cm x D2cm
strap: 15cm"
#1999;Большая сумка на плечо Цирк с кошкой Флауэр;Супервместительная сумка на молнии на плечо из очень прочного канваса со стильными ручками-канатами;Возьму с собой:сумки и сумочки;3990;0;Рубли;0;5;1;шт.;;;Друзья;;Цирк;;"1999_1.jpg;1999_2.jpg;1999_3.jpg";Henry Cats and Friends;;;;;FTB10A-59S;Возьму с собой:;сумки и сумочки;;;;;13.2;61.38;61.38;4.71531E+12;W43(top)-W34(bottom) x H36 x D20c
#2000;Большая сумка на плечо Цирк с котенком Лео;Супервместительная сумка на молнии на плечо из очень прочного канваса со стильными ручками-канатами;Возьму с собой:сумки и сумочки;3990;0;Рубли;0;5;1;шт.;;;Друзья;;Цирк;;"2000_1.jpg;2000_2.jpg;2000_3.jpg";Henry Cats and Friends;;;;;FTB10B-59S;Возьму с собой:;сумки и сумочки;;;;;13.2;61.38;61.38;4.71531E+12;W43(top)-W34(bottom) x H36 x D20c
#2001;Сумка с пэтчворк на плечо Цирк с шиншиллой Дэйзи;Вместительная прочная сумка на плечо из канваса с элементами пэтчворк из натурального хлопка и канваса. Внутренний карман. Двустороний дизайн.;Возьму с собой:сумки и сумочки;2781;0;Рубли;0;5;1;шт.;;;Друзья;;Цирк;;"2001_1.jpg;2001_2.jpg;2001_3.jpg";Henry Cats and Friends;;;;;FTB11A-59S;Возьму с собой:;сумки и сумочки;;;;;9.2;42.78;42.78;4.71531E+12;H35 x W29 x L12 cm
#2002;Сумка с пэтчворк на плечо Цирк с собачкой Пуддинг;Вместительная прочная сумка на плечо из канваса с элементами пэтчворк из натурального хлопка и канваса. Внутренний карман. Двустороний дизайн.;Возьму с собой:сумки и сумочки;2781;0;Рубли;0;5;1;шт.;;;Друзья;;Цирк;;"2002_1.jpg;2002_2.jpg;2002_3.jpg";Henry Cats and Friends;;;;;FTB11B-59S;Возьму с собой:;сумки и сумочки;;;;;9.2;42.78;42.78;4.71531E+12;H35 x W29 x L12 cm
